1721816406,5561.75,4
1721816406,5561.75,9
1721816406,5561.75,8
1721816408,5561.75,2
1721816408,5561.75,1
1721816408,5561.75,1
1721816408,5561.75,3
1721816408,5561.75,2
1721816408,5561.75,1
1721816408,5561.75,1
1721816408,5561.75,1
1721816408,5561.75,2
1721816408,5561.75,1
1721816410,5561.75,1
1721816410,5561.75,1
1721816410,5561.75,2
1721816410,5561.75,4
1721816410,5561.75,2
1721816410,5561.75,4
1721816410,5561.75,1
1721816411,5561.75,2
1721816411,5561.75,1
1721816411,5561.75,4
1721816412,5561.75,2
1721816413,5561.75,6
1721816413,5561.75,2
1721816413,5561.75,1
1721816413,5561.75,2
1721816413,5561.75,2
1721816413,5561.75,1
1721816413,5561.75,1
1721816413,5561.75,1
1721816413,5561.75,1
1721816420,5561.75,1
1721816424,5561.5,2
1721816425,5561.5,1
1721816425,5561.75,4
1721816425,5561.75,1
1721816425,5561.75,2
1721816425,5561.75,1
1721816428,5561.75,3
1721816428,5561.75,1
1721816428,5561.75,1
1721816428,5561.75,1
1721816428,5561.75,1
1721816428,5561.75,1
1721816428,5561.75,3
1721816428,5561.75,1
1721816428,5561.75,1
1721816428,5561.75,1
1721816430,5561.75,1
1721816430,5561.75,1
1721816430,5562.0,17
1721816431,5562.0,15
1721816431,5562.0,2
1721816431,5562.0,2
1721816431,5562.0,1
1721816431,5562.0,4
1721816432,5562.0,3
1721816432,5562.0,2
1721816432,5562.0,1
1721816432,5562.0,1
1721816432,5562.0,1
1721816432,5562.0,2
1721816435,5562.0,1
1721816438,5562.0,5
1721816438,5562.0,1
1721816441,5562.0,2
1721816442,5561.75,3
1721816444,5562.0,5
1721816445,5562.0,5
1721816446,5562.0,3
1721816446,5562.0,22
1721816450,5562.0,1
1721816450,5562.0,4
1721816451,5562.25,1
1721816451,5562.25,1
1721816451,5562.25,2
1721816452,5562.25,1
1721816461,5562.0,1
1721816462,5562.25,2
1721816462,5562.25,1
1721816463,5562.25,2
1721816463,5562.25,11
1721816463,5562.25,1
1721816463,5562.25,1
1721816463,5562.25,7
1721816463,5562.25,1
1721816463,5562.25,8
1721816463,5562.5,47
1721816463,5562.5,1
1721816464,5562.25,1
1721816464,5562.25,4
1721816464,5562.25,1
1721816464,5562.25,5
1721816465,5562.25,1
1721816465,5562.25,2
1721816465,5562.25,1
1721816465,5562.25,2
1721816465,5562.25,1
1721816465,5562.25,1
1721816468,5562.25,18
1721816468,5562.25,1
1721816468,5562.25,1
1721816468,5562.25,1
1721816469,5562.25,1
1721816469,5562.25,2
1721816469,5562.25,2
1721816469,5562.5,33
1721816469,5562.5,4
1721816469,5562.5,1
1721816469,5562.5,2
1721816469,5562.5,1
1721816469,5562.5,2
1721816469,5562.5,1
1721816469,5562.5,2
1721816469,5562.5,1
1721816469,5562.5,3
1721816469,5562.5,1
1721816469,5562.5,1
1721816469,5562.5,2
1721816469,5562.5,5
1721816470,5562.5,1
1721816473,5562.5,2
1721816475,5562.5,1
1721816478,5562.75,1
1721816478,5562.75,1
1721816478,5562.75,1
1721816478,5562.75,2
1721816478,5562.75,1
1721816478,5562.75,3
1721816478,5562.75,1
1721816478,5562.75,1
1721816480,5562.75,1
